"Viewer version","2.91"
"Measure start time","25 July 2023 15:47:01"
"Type of measurement","Flow [Linearized]"
"Sampling interval [ms]","0"
"Timing information","Relative"
"Article code","SLI-0430            "
"Serial Number","203900007"
"COM HW Type","RS485/USB Sensor Cable"
"COM HW Config","Config String: COM6, 115200, ECHOOFF"
"Sensor Cable Version","1.8"
"I2C Address","64"
"Scale Factor","270"
"Resolution (bit)","16"
"Calibration Field","0"
"Sample #","Relative Time[s]","Flow [ul/min]"
"3116","213.3553","45.930"
"3117","213.4032","46.470"
"3118","213.4992","45.789"
"3119","213.5311","46.700"
"3120","213.5951","45.433"
"3121","213.6592","46.978"
"3122","213.7230","45.707"
"3123","213.8190","46.500"
"3124","213.8670","45.619"
"3125","213.9629","46.563"
"3126","214.0109","45.915"
"3127","214.1068","46.304"
"3128","214.1548","45.874"
"3129","214.2187","46.307"
"3130","214.2828","46.004"
"3131","214.3468","46.322"
"3132","214.4108","45.922"
"3133","214.4747","46.256"
"3134","214.5707","46.281"
"3135","214.6346","45.763"
"3136","214.6986","46.626"
"3137","214.7785","45.870"
"3138","214.8105","46.174"
"3139","214.9065","45.789"
"3140","214.9705","46.730"
"3141","215.0345","45.815"
"3142","215.1144","46.248"
"3143","215.1624","45.993"
"3144","215.2585","46.511"
"3145","215.3063","45.700"
"3146","215.4022","46.385"
"3147","215.4503","45.881"
"3148","215.5462","46.348"
"3149","215.5942","45.919"
"3150","215.6902","46.363"
"3151","215.7381","45.885"
"3152","215.7861","46.348"
"3153","215.8500","45.900"
"3154","215.9141","46.256"
"3155","215.9780","46.033"
"3156","216.0739","46.115"
"3157","216.1380","45.985"
"3158","216.2022","46.259"
"3159","216.2819","46.130"
"3160","216.3618","46.093"
"3161","216.4098","46.233"
"3162","216.5057","45.922"
"3163","216.5377","46.430"
"3164","216.6017","45.937"
"3165","216.6657","46.304"
"3166","216.7296","45.719"
"3167","216.8256","46.274"
"3168","216.8896","46.263"
"3169","216.9536","45.922"
"3170","217.0496","45.978"
"3171","217.0979","46.289"
"3172","217.1774","46.189"
"3173","217.2096","45.870"
"3174","217.3053","46.252"
"3175","217.3693","46.196"
"3176","217.4332","45.967"
"3177","217.4972","46.152"
"3178","217.5612","46.163"
"3179","217.6253","46.115"
"3180","217.6892","45.911"
"3181","217.7851","46.167"
"3182","217.8490","46.174"
"3183","217.9454","45.985"
"3184","217.9933","46.141"
"3185","218.0416","46.048"
"3186","218.1370","46.193"
"3187","218.1850","45.793"
"3188","218.2489","46.341"
"3189","218.3129","45.844"
"3190","218.3768","46.259"
"3191","218.4408","45.922"
"3192","218.5368","46.059"
"3193","218.6007","46.752"
"3194","218.6647","44.674"
"3195","218.7287","46.956"
"3196","218.8086","46.504"
"3197","218.9046","44.963"
"3198","218.9526","46.337"
"3199","218.9845","46.644"
"3200","219.0805","45.404"
"3201","219.1445","45.970"
"3202","219.2085","46.452"
"3203","219.2724","45.789"
"3204","219.3364","46.078"
"3205","219.4005","46.363"
"3206","219.4963","45.300"
"3207","219.5603","46.396"
"3208","219.6242","46.481"
"3209","219.6882","45.700"
"3210","219.7842","45.648"
"3211","219.8323","46.830"
"3212","219.9281","45.900"
"3213","219.9761","45.444"
"3214","220.0721","46.496"
"3215","220.1201","46.070"
"3216","220.1680","45.689"
"3217","220.2480","46.244"
"3218","220.3120","46.011"
"3219","220.3760","45.770"
"3220","220.4399","46.170"
"3221","220.5039","45.993"
"3222","220.5678","46.056"
"3223","220.6639","45.944"
"3224","220.7279","46.078"
"3225","220.8079","45.696"
"3226","220.8557","46.137"
"3227","220.9517","46.196"
"3228","220.9997","45.867"
"3229","221.0957","45.781"
"3230","221.1437","46.230"
"3231","221.1916","45.952"
"3232","221.2877","45.889"
"3233","221.3356","45.974"
"3234","221.4315","46.270"
"3235","221.4795","45.819"
"3236","221.5435","45.952"
"3237","221.6075","46.096"
"3238","221.6714","45.922"
"3239","221.7354","45.985"
"3240","221.7994","45.993"
"3241","221.8953","46.226"
"3242","221.9593","45.915"
"3243","222.0073","46.067"
"3244","222.1033","45.878"
"3245","222.1513","46.089"
"3246","222.2473","46.122"
"3247","222.2952","45.830"
"3248","222.3592","46.067"
"3249","222.4231","45.981"
"3250","222.4871","46.004"
"3251","222.5511","45.881"
"3252","222.6470","46.007"
"3253","222.6950","46.226"
"3254","222.7910","45.793"
"3255","222.8229","45.859"
"3256","222.8869","46.052"
"3257","222.9830","46.219"
"3258","223.0469","45.711"
"3259","223.1270","45.967"
"3260","223.1907","46.285"
"3261","223.2547","45.733"
"3262","223.3347","45.859"
"3263","223.3827","46.096"
"3264","223.4626","45.970"
"3265","223.5265","46.096"
"3266","223.5905","45.644"
"3267","223.6545","46.263"
"3268","223.7185","45.893"
"3269","223.7824","46.011"
"3270","223.8944","45.774"
"3271","223.9424","46.048"
"3272","224.0385","46.011"
"3273","224.0706","46.004"
"3274","224.1355","45.911"
"3275","224.1985","45.885"
"3276","224.2784","46.063"
"3277","224.3423","46.015"
"3278","224.4062","45.867"
"3279","224.4701","46.004"
"3280","224.5661","46.056"
"3281","224.6141","45.815"
"3282","224.7101","45.867"
"3283","224.7580","45.963"
