"Viewer version","2.91"
"Measure start time","24 July 2023 11:44:52"
"Type of measurement","Flow [Linearized]"
"Sampling interval [ms]","0"
"Timing information","Relative"
"Article code","SLI-0430            "
"Serial Number","203900007"
"COM HW Type","RS485/USB Sensor Cable"
"COM HW Config","Config String: COM6, 115200, ECHOOFF"
"Sensor Cable Version","1.8"
"I2C Address","64"
"Scale Factor","270"
"Resolution (bit)","16"
"Calibration Field","0"
"Sample #","Relative Time[s]","Flow [ul/min]"
"0","0.0800","70.870"
"1","0.1441","71.178"
"2","0.2081","70.826"
"3","0.2718","71.037"
"4","0.3520","70.730"
"5","0.4480","71.074"
"6","0.4958","70.922"
"7","0.5915","71.252"
"8","0.6398","70.937"
"9","0.6877","71.419"
"10","0.7837","70.874"
"11","0.8315","71.304"
"12","0.9274","70.837"
"13","0.9754","71.493"
"14","1.0553","71.067"
"15","1.0873","71.415"
"16","1.1832","70.933"
"17","1.2473","71.333"
"18","1.3112","71.089"
"19","1.3752","71.611"
"20","1.4392","70.967"
"21","1.5032","71.452"
"22","1.5991","71.152"
"23","1.6631","71.185"
"24","1.7270","71.756"
"25","1.8230","71.111"
"26","1.8710","71.259"
"27","1.9190","71.470"
"28","2.0149","71.152"
"29","2.0631","71.381"
"30","2.1589","71.496"
"31","2.2068","71.167"
"32","2.3028","71.563"
"33","2.3508","71.326"
"34","2.4148","71.519"
"35","2.4787","71.185"
"36","2.5427","71.463"
"37","2.6067","71.178"
"38","2.6707","71.678"
"39","2.7346","71.296"
"40","2.8308","71.419"
"41","2.8947","71.307"
"42","2.9435","71.581"
"43","3.0388","71.170"
"44","3.0869","71.819"
"45","3.1825","71.207"
"46","3.2304","71.493"
"47","3.2946","71.307"
"48","3.3583","71.833"
"49","3.4223","71.263"
"50","3.4870","71.641"
"51","3.5503","71.281"
"52","3.6465","71.789"
"53","3.7101","71.315"
"54","3.7741","71.693"
"55","3.8381","71.274"
"56","3.9021","71.530"
"57","3.9661","71.119"
"58","4.0619","71.848"
"59","4.1263","71.159"
"60","4.2059","71.893"
"61","4.2539","71.207"
"62","4.3502","71.752"
"63","4.3978","71.430"
"64","4.4623","71.707"
"65","4.5259","71.244"
"66","4.5909","71.537"
"67","4.6537","71.541"
"68","4.7177","71.378"
"69","4.7825","71.596"
"70","4.8777","71.611"
"71","4.9415","71.448"
"72","5.0058","71.407"
"73","5.0699","71.563"
"74","5.1667","71.356"
"75","5.2135","71.637"
"76","5.3094","71.459"
"77","5.3573","71.570"
"78","5.4532","71.463"
"79","5.4852","71.585"
"80","5.5493","71.419"
"81","5.6133","71.559"
"82","5.6773","71.348"
"83","5.7575","71.674"
"84","5.8530","71.163"
"85","5.9010","71.700"
"86","5.9970","71.522"
"87","6.0289","71.607"
"88","6.0929","71.207"
"89","6.1569","71.715"
"90","6.2220","71.307"
"91","6.3169","71.563"
"92","6.3819","71.396"
"93","6.4448","71.474"
"94","6.5090","71.352"
"95","6.6051","71.400"
"96","6.6529","71.211"
"97","6.7487","71.689"
"98","6.7966","71.274"
"99","6.8446","71.452"
"100","6.9405","71.319"
"101","6.9885","71.556"
"102","7.0526","71.367"
"103","7.1166","71.589"
"104","7.1806","71.289"
"105","7.2767","71.437"
"106","7.3566","71.459"
"107","7.3882","71.474"
"108","7.4842","71.515"
"109","7.5321","71.378"
"110","7.6281","71.422"
"111","7.6761","71.367"
"112","7.7721","71.615"
"113","7.8200","71.426"
"114","7.9160","71.411"
"115","7.9640","71.333"
"116","8.0119","71.422"
"117","8.1079","71.348"
"118","8.1559","71.670"
"119","8.2518","71.170"
"120","8.2998","71.285"
"121","8.3957","71.222"
"122","8.4437","71.456"
"123","8.4757","71.222"
"124","8.5717","71.333"
"125","8.6356","71.356"
"126","8.6996","71.381"
"127","8.7636","71.300"
"128","8.8276","71.600"
"129","8.9235","71.237"
"130","8.9715","71.378"
"131","9.0514","71.237"
"132","9.1474","71.404"
"133","9.1953","71.137"
"134","9.2435","71.270"
"135","9.3394","71.467"
"136","9.3876","71.237"
"137","9.4514","71.222"
"138","9.5155","71.370"
"139","9.5798","71.226"
"140","9.6432","71.307"
"141","9.7391","71.178"
"142","9.8036","71.181"
"143","9.8672","71.289"
"144","9.9471","71.337"
"145","9.9950","71.326"
"146","10.0910","71.248"
"147","10.1390","71.078"
"148","10.2352","71.326"
"149","10.2670","71.115"
"150","10.3308","71.359"
"151","10.3949","71.126"
"152","10.4912","71.359"
"153","10.5559","71.259"
"154","10.6191","71.189"
"155","10.6829","71.126"
"156","10.7628","71.304"
"157","10.8597","71.274"
"158","10.9070","71.207"
"159","10.9547","71.296"
"160","11.0187","71.215"
"161","11.0827","71.063"
"162","11.1468","71.400"
"163","11.2429","70.863"
"164","11.2916","71.237"
"165","11.3870","70.956"
"166","11.4356","71.252"
"167","11.5309","71.111"
"168","11.5785","71.326"
"169","11.6424","71.126"
"170","11.7064","71.137"
"171","11.7713","71.181"
"172","11.8344","71.100"
"173","11.9306","71.181"
"174","11.9784","71.200"
"175","12.0585","71.026"
"176","12.1549","71.170"
"177","12.2030","71.185"
"178","12.2981","71.137"
"179","12.3461","71.048"
"180","12.3940","71.319"
"181","12.4900","71.033"
"182","12.5379","71.167"
"183","12.6019","71.048"
"184","12.6660","70.959"
"185","12.7299","71.026"
"186","12.7938","71.026"
"187","12.8578","71.048"
"188","12.9538","71.089"
"189","13.0177","71.189"
"190","13.0817","70.867"
"191","13.1457","71.133"
"192","13.2096","71.133"
"193","13.2737","71.026"
"194","13.3696","71.007"
"195","13.4336","71.137"
"196","13.4978","70.796"
"197","13.5616","71.037"
"198","13.6427","71.004"
"199","13.6894","70.907"
"200","13.7854","71.207"
"201","13.8334","70.922"
"202","13.9294","70.807"
"203","13.9773","70.744"
"204","14.0733","71.196"
"205","14.1213","71.119"
"206","14.1692","70.933"
"207","14.2653","70.841"
"208","14.3133","71.015"
"209","14.4092","70.859"
"210","14.4572","71.104"
"211","14.5532","71.022"
"212","14.6012","70.700"
"213","14.6491","71.226"
"214","14.7450","71.107"
"215","14.7941","70.622"
"216","14.8571","71.063"
"217","14.9211","70.804"
"218","14.9851","70.900"
"219","15.0491","70.796"
"220","15.1453","70.933"
"221","15.1930","70.915"
"222","15.2729","70.444"
"223","15.3688","70.822"
"224","15.4168","70.878"
"225","15.5128","70.711"
"226","15.5608","70.741"
"227","15.6088","71.174"
"228","15.7047","70.567"
"229","15.7369","70.919"
"230","15.8009","70.519"
"231","15.8970","71.007"
"232","15.9606","70.641"
"233","16.0246","71.215"
"234","16.0885","70.419"
"235","16.1527","70.911"
"236","16.2166","70.696"
"237","16.3130","70.619"
"238","16.3610","70.670"
"239","16.4410","70.904"
"240","16.5045","70.656"
"241","16.5684","70.793"
"242","16.6324","70.607"
"243","16.6963","70.841"
"244","16.7607","70.656"
"245","16.8565","71.344"
"246","16.9042","70.430"
"247","16.9844","70.989"
"248","17.0802","70.400"
"249","17.1284","71.378"
"250","17.2245","70.063"
"251","17.2561","71.115"
"252","17.3201","70.370"
"253","17.3839","71.007"
"254","17.4480","70.248"
"255","17.5123","71.119"
"256","17.6079","70.541"
"257","17.6722","71.211"
"258","17.7360","70.300"
"259","17.8001","70.993"
"260","17.8639","70.470"
"261","17.9598","71.067"
"262","18.0077","70.448"
"263","18.1037","70.830"
"264","18.1523","70.411"
"265","18.2478","70.537"
"266","18.2965","70.707"
"267","18.3441","70.930"
"268","18.4077","70.600"
"269","18.4718","70.181"
"270","18.5676","70.937"
"271","18.6474","70.785"
"272","18.6795","70.522"
"273","18.7754","70.974"
"274","18.8394","70.496"
"275","18.9033","70.641"
"276","18.9673","70.763"
"277","19.0325","70.715"
"278","19.1274","70.422"
"279","19.1752","70.944"
"280","19.2712","70.333"
"281","19.3191","70.515"
"282","19.3991","71.011"
"283","19.4311","70.515"
"284","19.4951","68.663"
"285","19.5911","72.048"
"286","19.6551","70.511"
"287","19.7190","70.644"
"288","19.7829","71.359"
"289","19.8470","70.259"
"290","19.9109","70.533"
"291","20.0068","70.704"
"292","20.0708","70.811"
"293","20.1348","69.937"
"294","20.1988","71.070"
"295","20.2627","70.030"
"296","20.3267","70.859"
"297","20.3907","70.074"
"298","20.4866","71.181"
"299","20.5506","69.937"
"300","20.5986","70.959"
"301","20.6945","70.052"
"302","20.7426","71.048"
"303","20.8385","69.922"
"304","20.8865","71.407"
"305","20.9824","69.763"
"306","21.0144","71.193"
"307","21.0785","69.811"
"308","21.1434","70.996"
"309","21.2384","69.867"
"310","21.3034","71.156"
"311","21.3515","69.974"
"312","21.4474","71.159"
"313","21.4942","69.915"
"314","21.5902","70.911"
"315","21.6232","69.885"
"316","21.6863","70.981"
"317","21.7826","70.085"
"318","21.8464","70.948"
"319","21.9103","69.970"
"320","21.9740","70.941"
"321","22.0380","70.037"
"322","22.1340","70.689"
"323","22.1819","70.159"
"324","22.2629","70.904"
"325","22.3258","70.144"
"326","22.3900","70.619"
"327","22.4538","70.470"
"328","22.5180","70.533"
"329","22.5829","70.359"
"330","22.6937","70.589"
"331","22.7428","70.452"
"332","22.7896","70.478"
"333","22.8856","70.393"
"334","22.9335","70.463"
"335","22.9976","70.348"
"336","23.0627","70.533"
"337","23.1255","70.581"
"338","23.2218","70.370"
"339","23.2857","70.474"
"340","23.3496","70.270"
"341","23.4293","70.574"
"342","23.4773","70.189"
"343","23.5573","70.819"
"344","23.6533","70.333"
"345","23.7012","70.604"
"346","23.7492","70.141"
"347","23.8452","70.719"
"348","23.8931","70.085"
"349","23.9731","70.837"
"350","24.0371","70.115"
"351","24.1011","70.737"
"352","24.1651","70.144"
"353","24.2290","70.826"
"354","24.2930","70.052"
"355","24.3569","70.819"
"356","24.4529","70.107"
"357","24.5169","70.874"
"358","24.5809","70.337"
"359","24.6448","70.678"
"360","24.7088","70.048"
"361","24.7890","70.485"
"362","24.8848","70.193"
"363","24.9327","70.519"
"364","24.9970","70.256"
"365","25.0609","70.663"
"366","25.1246","70.181"
"367","25.1885","70.448"
"368","25.2525","70.341"
"369","25.3165","70.470"
"370","25.3807","70.122"
"371","25.4770","70.496"
"372","25.5566","70.159"
"373","25.6048","70.548"
"374","25.7009","70.193"
"375","25.7483","70.537"
"376","25.8282","70.330"
"377","25.8602","70.411"
"378","25.9567","70.307"
"379","26.0203","70.367"
"380","26.1001","70.148"
"381","26.1801","70.281"
"382","26.2281","70.541"
"383","26.3241","70.193"
"384","26.3720","70.359"
"385","26.4200","70.304"
"386","26.5160","70.344"
"387","26.5639","70.293"
"388","26.6439","70.411"
"389","26.7079","70.115"
"390","26.7719","70.389"
"391","26.8358","70.137"
"392","26.8998","70.367"
"393","26.9638","70.193"
"394","27.0278","70.359"
"395","27.0917","70.152"
"396","27.1877","70.796"
"397","27.2519","69.652"
"398","27.3159","70.567"
"399","27.4116","69.933"
"400","27.4595","70.400"
"401","27.5557","70.315"
"402","27.5875","70.767"
"403","27.6524","70.281"
"404","27.7157","70.330"
"405","27.7797","69.970"
"406","27.8758","70.407"
"407","27.9394","70.226"
"408","28.0033","70.363"
"409","28.0673","70.322"
"410","28.1313","70.181"
"411","28.2112","70.356"
"412","28.2914","70.011"
"413","28.3399","70.341"
"414","28.4352","70.059"
"415","28.4831","70.419"
"416","28.5795","69.930"
"417","28.6121","70.567"
"418","28.6750","69.852"
