"Viewer version","2.91"
"Measure start time","24 July 2023 11:48:12"
"Type of measurement","Flow [Linearized]"
"Sampling interval [ms]","0"
"Timing information","Relative"
"Article code","SLI-0430            "
"Serial Number","203900007"
"COM HW Type","RS485/USB Sensor Cable"
"COM HW Config","Config String: COM6, 115200, ECHOOFF"
"Sensor Cable Version","1.8"
"I2C Address","64"
"Scale Factor","270"
"Resolution (bit)","16"
"Calibration Field","0"
"Sample #","Relative Time[s]","Flow [ul/min]"
"0","0.0800","11.726"
"1","0.1439","11.826"
"2","0.2079","11.770"
"3","0.2719","11.800"
"4","0.3358","11.715"
"5","0.4318","11.807"
"6","0.4958","11.667"
"7","0.5597","11.804"
"8","0.6237","11.719"
"9","0.6877","11.763"
"10","0.7517","11.711"
"11","0.8158","11.722"
"12","0.9116","11.722"
"13","0.9755","11.737"
"14","1.0395","11.722"
"15","1.1035","11.715"
"16","1.1674","11.722"
"17","1.2634","11.726"
"18","1.3114","11.681"
"19","1.4074","11.715"
"20","1.4553","11.678"
"21","1.5512","11.730"
"22","1.5992","11.678"
"23","1.6632","11.744"
"24","1.7272","11.630"
"25","1.7911","11.707"
"26","1.8550","11.674"
"27","1.9192","11.719"
"28","1.9830","11.630"
"29","2.0789","11.681"
"30","2.1429","11.648"
"31","2.2069","11.681"
"32","2.2708","11.615"
"33","2.3348","11.648"
"34","2.3988","11.644"
"35","2.4787","11.644"
"36","2.5747","11.659"
"37","2.6226","11.663"
"38","2.7186","11.615"
"39","2.7665","11.622"
"40","2.8145","11.600"
"41","2.9105","11.685"
"42","2.9584","11.611"
"43","3.0224","11.600"
"44","3.0864","11.626"
"45","3.1503","11.615"
"46","3.2143","11.633"
"47","3.3102","11.574"
"48","3.3742","11.663"
"49","3.4382","11.541"
"50","3.5022","11.659"
"51","3.5662","11.556"
"52","3.6301","11.670"
"53","3.6941","11.526"
"54","3.7900","11.641"
"55","3.8541","11.563"
"56","3.9180","11.633"
"57","3.9820","11.507"
"58","4.0460","11.663"
"59","4.1099","11.507"
"60","4.2059","11.622"
"61","4.2699","11.537"
"62","4.3498","11.604"
"63","4.3978","11.507"
"64","4.4937","11.619"
"65","4.5417","11.481"
"66","4.6377","11.611"
"67","4.6857","11.481"
"68","4.7337","11.622"
"69","4.8296","11.444"
"70","4.8775","11.630"
"71","4.9735","11.526"
"72","5.0215","11.607"
"73","5.0855","11.444"
"74","5.1494","11.574"
"75","5.2134","11.530"
"76","5.2774","11.556"
