"Viewer version","2.91"
"Measure start time","24 July 2023 11:53:20"
"Type of measurement","Flow [Linearized]"
"Sampling interval [ms]","0"
"Timing information","Relative"
"Article code","SLI-0430            "
"Serial Number","203900007"
"COM HW Type","RS485/USB Sensor Cable"
"COM HW Config","Config String: COM6, 115200, ECHOOFF"
"Sensor Cable Version","1.8"
"I2C Address","64"
"Scale Factor","270"
"Resolution (bit)","16"
"Calibration Field","0"
"Sample #","Relative Time[s]","Flow [ul/min]"
"0","0.0800","-0.011"
"1","0.1440","0.133"
"2","0.2079","0.052"
"3","0.2879","0.089"
"4","0.3519","0.078"
"5","0.4158","0.037"
"6","0.4798","0.100"
"7","0.5758","0.063"
"8","0.6238","0.100"
"9","0.7197","0.085"
"10","0.7677","0.037"
"11","0.8636","0.148"
"12","0.9116","-0.004"
"13","1.0076","0.159"
"14","1.0396","0.022"
"15","1.1036","0.126"
"16","1.1676","0.052"
"17","1.2315","0.144"
"18","1.3275","0.093"
"19","1.3915","0.096"
"20","1.4555","0.078"
"21","1.5196","0.093"
"22","1.5994","0.063"
"23","1.6474","0.133"
"24","1.7433","0.019"
"25","1.7913","0.137"
"26","1.8873","0.056"
"27","1.9352","0.159"
"28","2.0152","0.037"
"29","2.0471","0.170"
"30","2.1433","0.067"
"31","2.2071","0.100"
"32","2.2711","0.085"
"33","2.3353","0.093"
"34","2.4154","0.119"
"35","2.5121","0.130"
"36","2.5594","0.081"
"37","2.6391","0.133"
"38","2.6711","0.052"
"39","2.7354","0.163"
"40","2.8309","0.052"
"41","2.8948","0.141"
"42","2.9598","0.115"
"43","3.0237","0.093"
"44","3.1027","0.115"
"45","3.1998","0.078"
"46","3.2468","0.126"
"47","3.3107","0.063"
"48","3.3747","0.163"
"49","3.4389","0.078"
"50","3.5026","0.104"
"51","3.5665","0.111"
"52","3.6796","0.100"
"53","3.7268","0.096"
"54","3.7744","0.056"
"55","3.8544","0.115"
"56","3.9183","0.056"
"57","3.9835","0.052"
"58","4.0468","0.133"
"59","4.1103","0.085"
"60","4.2062","0.085"
"61","4.2702","0.081"
"62","4.3341","0.141"
"63","4.3983","0.074"
"64","4.4793","0.141"
"65","4.5263","0.037"
"66","4.6225","0.133"
"67","4.6552","0.100"
"68","4.7503","0.093"
"69","4.8140","0.104"
"70","4.8780","0.100"
"71","4.9419","0.074"
"72","5.0380","0.115"
"73","5.0859","0.059"
"74","5.1498","0.104"
"75","5.2141","0.056"
"76","5.2940","0.081"
"77","5.3577","0.030"
"78","5.4540","0.089"
"79","5.5017","0.041"
"80","5.5657","0.093"
"81","5.6296","0.048"
"82","5.6946","0.096"
"83","5.7577","0.078"
"84","5.8217","0.022"
"85","5.9177","0.089"
"86","5.9814","0.059"
"87","6.0454","0.093"
"88","6.1094","0.044"
"89","6.1734","0.063"
"90","6.2373","0.096"
"91","6.3173","0.059"
"92","6.4133","0.081"
"93","6.4613","0.078"
"94","6.5572","0.067"
"95","6.6052","0.078"
"96","6.6531","0.067"
"97","6.7491","0.056"
"98","6.7971","0.059"
"99","6.8931","0.070"
"100","6.9410","0.056"
"101","7.0369","0.074"
"102","7.0849","0.067"
"103","7.1490","0.067"
"104","7.2131","0.067"
"105","7.2771","0.063"
"106","7.3410","0.048"
"107","7.4207","0.074"
"108","7.4847","0.044"
"109","7.5487","0.104"
"110","7.6447","0.063"
"111","7.6926","0.081"
"112","7.7885","0.056"
"113","7.8205","0.085"
"114","7.8845","0.070"
"115","7.9484","0.085"
"116","8.0443","0.078"
"117","8.1083","0.067"
"118","8.1724","0.059"
"119","8.2363","0.085"
"120","8.3003","0.059"
"121","8.3643","0.074"
"122","8.4442","0.074"
"123","8.5082","0.093"
"124","8.5722","0.048"
"125","8.6681","0.122"
"126","8.7161","0.056"
"127","8.8120","0.067"
"128","8.8601","0.059"
"129","8.9240","0.078"
"130","8.9879","0.070"
"131","9.0519","0.089"
"132","9.1160","0.093"
"133","9.2122","0.074"
"134","9.2764","0.078"
"135","9.3400","0.070"
"136","9.4360","0.081"
"137","9.4845","0.078"
"138","9.5796","0.067"
"139","9.6116","0.089"
"140","9.6756","0.052"
"141","9.7399","0.081"
"142","9.8038","0.081"
"143","9.9005","0.063"
"144","9.9645","0.067"
"145","10.0275","0.078"
"146","10.1076","0.089"
"147","10.1555","0.052"
"148","10.2513","0.070"
"149","10.2993","0.044"
"150","10.3633","0.067"
"151","10.4283","0.048"
"152","10.4913","0.063"
"153","10.5874","0.067"
"154","10.6352","0.096"
"155","10.6992","0.067"
"156","10.7951","0.096"
"157","10.8441","0.089"
"158","10.9231","0.122"
"159","10.9871","0.115"
"160","11.0511","0.107"
"161","11.1150","0.089"
"162","11.1793","0.104"
"163","11.2754","0.093"
"164","11.3230","0.130"
"165","11.4200","0.115"
"166","11.4671","0.100"
"167","11.5308","0.104"
"168","11.5948","0.115"
"169","11.6590","0.059"
"170","11.7239","0.111"
"171","11.8190","0.078"
"172","11.8998","0.111"
"173","11.9473","0.085"
"174","12.0428","0.089"
"175","12.0906","0.089"
"176","12.1705","0.100"
"177","12.2025","0.074"
"178","12.2665","0.096"
"179","12.3624","0.089"
"180","12.4264","0.096"
"181","12.4904","0.100"
"182","12.5543","0.085"
"183","12.6183","0.081"
"184","12.6823","0.074"
"185","12.7783","0.089"
"186","12.8263","0.059"
"187","12.9223","0.126"
"188","12.9703","0.078"
"189","13.0661","0.067"
"190","13.1141","0.148"
"191","13.1781","0.093"
"192","13.2422","0.052"
"193","13.3060","0.000"
"194","13.3700","0.067"
"195","13.4340","0.078"
"196","13.5299","0.074"
"197","13.5939","0.067"
"198","13.6580","-0.081"
"199","13.7219","0.133"
"200","13.7859","0.033"
"201","13.8499","0.133"
"202","13.9619","-0.137"
"203","14.0098","0.204"
"204","14.1058","0.104"
"205","14.1538","0.085"
"206","14.1858","-0.167"
"207","14.2821","0.181"
"208","14.3617","-0.056"
"209","14.4259","0.193"
"210","14.4897","-0.056"
"211","14.5538","0.052"
"212","14.6500","0.081"
"213","14.6980","0.022"
"214","14.7936","0.056"
"215","14.8418","-0.015"
"216","14.8736","0.111"
"217","14.9699","0.007"
"218","15.0335","0.056"
"219","15.0975","0.052"
"220","15.1615","0.048"
"221","15.2256","0.052"
"222","15.3214","0.107"
"223","15.4017","-0.059"
"224","15.4496","0.156"
"225","15.5456","-0.074"
"226","15.5773","0.119"
"227","15.6415","0.030"
"228","15.7052","0.100"
"229","15.7692","-0.100"
"230","15.8653","0.204"
"231","15.9454","-0.026"
"232","16.0252","0.167"
"233","16.0735","-0.107"
"234","16.1212","0.270"
"235","16.1854","-0.130"
"236","16.2494","0.148"
"237","16.3450","0.007"
"238","16.4089","0.096"
"239","16.4731","0.019"
"240","16.5533","0.119"
"241","16.6010","0.004"
"242","16.6972","0.085"
"243","16.7289","0.048"
