"Viewer version","2.91"
"Measure start time","25 July 2023 11:24:20"
"Type of measurement","Flow [Linearized]"
"Sampling interval [ms]","0"
"Timing information","Relative"
"Article code","SLI-0430            "
"Serial Number","203900007"
"COM HW Type","RS485/USB Sensor Cable"
"COM HW Config","Config String: COM6, 115200, ECHOOFF"
"Sensor Cable Version","1.8"
"I2C Address","64"
"Scale Factor","270"
"Resolution (bit)","16"
"Calibration Field","0"
"Sample #","Relative Time[s]","Flow [ul/min]"
"3364","230.6114","6.048"
"3365","230.6754","6.096"
"3366","230.7394","6.085"
"3367","230.8034","6.056"
"3368","230.8673","6.067"
"3369","230.9632","6.074"
"3370","231.0272","6.052"
"3371","231.0911","6.074"
"3372","231.1872","6.056"
"3373","231.2351","6.033"
"3374","231.2831","6.063"
"3375","231.3790","6.044"
"3376","231.4270","6.063"
"3377","231.5231","6.059"
"3378","231.5710","6.044"
"3379","231.6508","6.052"
"3380","231.6829","6.011"
"3381","231.7788","6.078"
"3382","231.8427","6.015"
"3383","231.9067","6.063"
"3384","231.9707","6.048"
"3385","232.0346","6.033"
"3386","232.0987","6.044"
"3387","232.1946","6.067"
"3388","232.2745","6.030"
"3389","232.3224","6.026"
"3390","232.4184","6.044"
"3391","232.4665","6.007"
"3392","232.5144","6.063"
"3393","232.6103","6.015"
"3394","232.6583","6.056"
"3395","232.7543","6.033"
"3396","232.8022","6.067"
"3397","232.8981","6.041"
"3398","232.9461","6.048"
"3399","233.0422","6.052"
"3400","233.0740","6.030"
"3401","233.1381","6.026"
"3402","233.2020","6.026"
"3403","233.2660","6.048"
"3404","233.3300","6.004"
"3405","233.4260","6.063"
"3406","233.4899","6.004"
"3407","233.5539","6.056"
"3408","233.6179","5.989"
"3409","233.6818","6.059"
"3410","233.7457","5.978"
"3411","233.8097","6.026"
"3412","233.9056","5.996"
"3413","233.9696","5.993"
"3414","234.0656","6.026"
"3415","234.1136","5.989"
"3416","234.1615","6.015"
"3417","234.2575","5.993"
"3418","234.3054","6.026"
"3419","234.3694","5.989"
"3420","234.4335","5.996"
"3421","234.4975","6.022"
"3422","234.5934","5.944"
"3423","234.6414","6.026"
"3424","234.7214","5.956"
"3425","234.8173","6.030"
"3426","234.8652","5.970"
"3427","234.9133","6.022"
"3428","235.0091","5.974"
"3429","235.0572","5.970"
"3430","235.1531","5.989"
"3431","235.1851","5.952"
"3432","235.2491","5.996"
"3433","235.3450","5.948"
"3434","235.4089","6.004"
"3435","235.4729","5.926"
"3436","235.5368","6.007"
"3437","235.6008","5.944"
"3438","235.6648","5.989"
"3439","235.7288","5.907"
"3440","235.8246","5.981"
"3441","235.8887","5.919"
"3442","235.9527","5.985"
"3443","236.0167","5.937"
"3444","236.0806","5.985"
"3445","236.1446","5.948"
"3446","236.2405","5.963"
"3447","236.2885","5.974"
"3448","236.3846","5.941"
"3449","236.4327","5.963"
"3450","236.5284","5.941"
"3451","236.5764","5.989"
"3452","236.6723","5.941"
"3453","236.7204","5.996"
"3454","236.7844","5.930"
"3455","236.8484","5.993"
"3456","236.9123","5.915"
"3457","236.9763","5.985"
"3458","237.0402","5.930"
"3459","237.1042","5.963"
"3460","237.1841","5.970"
"3461","237.2802","5.952"
"3462","237.3281","5.970"
"3463","237.3920","5.933"
"3464","237.4560","5.981"
"3465","237.5200","5.930"
"3466","237.5840","5.967"
"3467","237.6478","5.911"
"3468","237.7439","5.967"
