"Viewer version","2.91"
"Measure start time","25 July 2023 13:36:12"
"Type of measurement","Flow [Linearized]"
"Sampling interval [ms]","0"
"Timing information","Relative"
"Article code","SLI-0430            "
"Serial Number","203900007"
"COM HW Type","RS485/USB Sensor Cable"
"COM HW Config","Config String: COM6, 115200, ECHOOFF"
"Sensor Cable Version","1.8"
"I2C Address","64"
"Scale Factor","270"
"Resolution (bit)","16"
"Calibration Field","0"
"Sample #","Relative Time[s]","Flow [ul/min]"
"0","0.0800","5.863"
"1","0.1434","5.859"
"2","0.2075","5.859"
"3","0.2875","5.856"
"4","0.3674","5.852"
"5","0.4153","5.904"
"6","0.5113","5.819"
"7","0.5593","5.881"
"8","0.6552","5.815"
"9","0.7032","5.852"
"10","0.7991","5.796"
"11","0.8471","5.852"
"12","0.8950","5.837"
"13","0.9911","5.789"
"14","1.0390","5.830"
"15","1.1189","5.833"
"16","1.1829","5.833"
"17","1.2469","5.811"
"18","1.3109","5.844"
"19","1.3748","5.811"
"20","1.4388","5.785"
"21","1.5027","5.837"
"22","1.5987","5.800"
"23","1.6628","5.807"
"24","1.7266","5.770"
"25","1.7906","5.837"
"26","1.8547","5.774"
"27","1.9346","5.848"
"28","2.0306","5.774"
"29","2.0787","5.796"
"30","2.1426","5.800"
"31","2.2069","5.793"
"32","2.2704","5.785"
"33","2.3344","5.800"
"34","2.3983","5.774"
"35","2.5104","5.770"
"36","2.5595","5.785"
"37","2.6065","5.789"
"38","2.6873","5.744"
"39","2.7502","5.800"
"40","2.8153","5.763"
"41","2.8784","5.756"
"42","2.9421","5.781"
"43","3.0380","5.752"
"44","3.1019","5.778"
"45","3.1661","5.767"
"46","3.2302","5.778"
"47","3.2942","5.733"
"48","3.3901","5.785"
"49","3.4378","5.741"
"50","3.5340","5.793"
"51","3.5659","5.726"
"52","3.6296","5.759"
"53","3.6937","5.759"
"54","3.7896","5.737"
"55","3.8535","5.719"
"56","3.9177","5.759"
"57","3.9814","5.730"
"58","4.0455","5.741"
"59","4.1097","5.715"
"60","4.2054","5.744"
"61","4.2533","5.685"
"62","4.3493","5.759"
"63","4.3972","5.663"
"64","4.4932","5.744"
"65","4.5252","5.674"
"66","4.5892","5.700"
"67","4.6851","5.689"
"68","4.7491","5.730"
"69","4.8131","5.644"
"70","4.8771","5.733"
"71","4.9410","5.670"
"72","5.0050","5.656"
"73","5.0690","5.715"
"74","5.1490","5.681"
"75","5.2449","5.696"
"76","5.2929","5.652"
"77","5.3889","5.689"
"78","5.4369","5.633"
"79","5.5008","5.648"
"80","5.5648","5.622"
"81","5.6287","5.667"
"82","5.6927","5.737"
"83","5.7568","5.619"
"84","5.8207","5.674"
"85","5.9167","5.685"
"86","5.9806","5.604"
"87","6.0446","5.681"
"88","6.1085","5.626"
"89","6.1725","5.667"
"90","6.2365","5.626"
"91","6.3325","5.678"
"92","6.3805","5.619"
"93","6.4764","5.663"
"94","6.5244","5.615"
"95","6.6204","5.648"
"96","6.6684","5.626"
"97","6.7643","5.615"
"98","6.8123","5.622"
"99","6.8602","5.630"
"100","6.9244","5.652"
"101","6.9886","5.615"
"102","7.0843","5.626"
"103","7.1642","5.611"
"104","7.1962","5.637"
"105","7.2930","5.626"
"106","7.3401","5.622"
"107","7.4362","5.641"
"108","7.4852","5.585"
"109","7.5802","5.611"
"110","7.6120","5.619"
"111","7.6761","5.600"
"112","7.7401","5.615"
"113","7.8359","5.600"
"114","7.8998","5.611"
"115","7.9638","5.578"
"116","8.0278","5.622"
"117","8.0918","5.585"
"118","8.1557","5.593"
"119","8.2357","5.596"
"120","8.3317","5.585"
"121","8.3797","5.604"
"122","8.4760","5.607"
"123","8.5238","5.581"
"124","8.5879","5.585"
"125","8.6517","5.574"
"126","8.7167","5.581"
"127","8.7795","5.574"
"128","8.8435","5.556"
"129","8.9077","5.559"
"130","9.0036","5.552"
"131","9.0677","5.526"
"132","9.1634","5.559"
"133","9.2118","5.541"
"134","9.2594","5.537"
"135","9.3235","5.533"
"136","9.3874","5.544"
"137","9.4832","5.515"
"138","9.5471","5.544"
"139","9.6111","5.530"
"140","9.6751","5.519"
"141","9.7394","5.533"
"142","9.8042","5.511"
"143","9.8833","5.530"
"144","9.9801","5.526"
"145","10.0282","5.530"
"146","10.1229","5.522"
"147","10.1709","5.526"
"148","10.2509","5.504"
"149","10.2989","5.526"
"150","10.3630","5.511"
"151","10.4271","5.507"
"152","10.4908","5.522"
"153","10.5548","5.500"
"154","10.6508","5.496"
"155","10.7148","5.489"
"156","10.7788","5.511"
"157","10.8428","5.500"
"158","10.9067","5.489"
"159","10.9707","5.519"
"160","11.0347","5.463"
"161","11.1306","5.504"
"162","11.1946","5.470"
"163","11.2586","5.485"
"164","11.3226","5.485"
"165","11.4185","5.467"
"166","11.4665","5.463"
"167","11.5625","5.474"
"168","11.6105","5.463"
"169","11.6585","5.463"
"170","11.7544","5.448"
"171","11.7866","5.485"
"172","11.8837","5.426"
"173","11.9476","5.485"
"174","12.0105","5.463"
"175","12.0744","5.456"
"176","12.1383","5.470"
"177","12.2023","5.459"
"178","12.2983","5.467"
"179","12.3622","5.470"
"180","12.4262","5.493"
"181","12.4902","5.493"
"182","12.5541","5.470"
"183","12.6181","5.419"
"184","12.6821","5.504"
"185","12.7781","5.348"
"186","12.8421","5.456"
"187","12.9060","5.452"
"188","12.9700","5.407"
"189","13.0500","5.441"
"190","13.1299","5.448"
"191","13.1779","5.430"
"192","13.2739","5.426"
"193","13.3218","5.415"
"194","13.4182","5.437"
"195","13.4658","5.400"
"196","13.4978","5.430"
"197","13.5939","5.389"
"198","13.6577","5.422"
"199","13.7217","5.400"
"200","13.7856","5.422"
"201","13.8498","5.385"
"202","13.9138","5.407"
"203","14.0100","5.415"
"204","14.0900","5.389"
"205","14.1218","5.400"
"206","14.2176","5.367"
"207","14.2980","5.407"
"208","14.3454","5.363"
"209","14.4417","5.385"
"210","14.4898","5.393"
"211","14.5860","5.381"
"212","14.6341","5.374"
"213","14.6818","5.393"
"214","14.7454","5.393"
"215","14.8093","5.344"
"216","14.9055","5.396"
"217","14.9692","5.363"
"218","15.0332","5.381"
"219","15.0974","5.363"
"220","15.1942","5.374"
"221","15.2411","5.393"
"222","15.3211","5.359"
"223","15.3533","5.370"
"224","15.4491","5.359"
"225","15.5131","5.352"
"226","15.5772","5.370"
"227","15.6410","5.319"
"228","15.7049","5.359"
"229","15.7851","5.348"
"230","15.8812","5.363"
"231","15.9289","5.330"
"232","16.0088","5.367"
"233","16.0408","5.322"
"234","16.1060","5.367"
"235","16.2010","5.352"
"236","16.2648","5.322"
"237","16.3288","5.315"
"238","16.3927","5.315"
"239","16.4568","5.356"
"240","16.5210","5.330"
"241","16.6166","5.289"
"242","16.6806","5.337"
"243","16.7446","5.341"
"244","16.8086","5.315"
"245","16.8726","5.296"
"246","16.9366","5.337"
"247","17.0325","5.326"
"248","17.0965","5.285"
"249","17.1444","5.356"
