"Viewer version","2.91"
"Measure start time","24 July 2023 14:27:31"
"Type of measurement","Flow [Linearized]"
"Sampling interval [ms]","0"
"Timing information","Relative"
"Article code","SLI-0430            "
"Serial Number","203900007"
"COM HW Type","RS485/USB Sensor Cable"
"COM HW Config","Config String: COM6, 115200, ECHOOFF"
"Sensor Cable Version","1.8"
"I2C Address","64"
"Scale Factor","270"
"Resolution (bit)","16"
"Calibration Field","0"
"Sample #","Relative Time[s]","Flow [ul/min]"
"0","0.0790","0.533"
"1","0.1429","0.515"
"2","0.2069","0.522"
"3","0.3038","0.519"
"4","0.3508","0.478"
"5","0.4466","0.515"
"6","0.4945","0.507"
"7","0.5904","0.526"
"8","0.6384","0.448"
"9","0.7184","1.159"
"10","0.7504","1.944"
"11","0.8144","2.159"
"12","0.9103","2.204"
"13","0.9743","2.385"
"14","1.0383","2.333"
"15","1.1022","2.393"
"16","1.1662","2.381"
"17","1.2302","2.407"
"18","1.3261","2.463"
"19","1.3901","2.448"
"20","1.4541","2.444"
"21","1.5180","2.437"
"22","1.5820","2.496"
"23","1.6460","2.493"
"24","1.7099","2.459"
"25","1.8061","2.493"
"26","1.8859","2.456"
"27","1.9178","2.519"
"28","2.0140","2.485"
"29","2.0620","2.481"
"30","2.1420","2.463"
"31","2.2061","2.489"
"32","2.2701","2.500"
"33","2.3340","2.474"
"34","2.4137","2.485"
"35","2.4935","2.481"
"36","2.5414","2.456"
"37","2.6379","2.515"
"38","2.6855","2.470"
"39","2.7494","2.493"
"40","2.8134","2.467"
"41","2.8775","2.493"
"42","2.9417","2.470"
"43","3.0375","2.478"
"44","3.1012","2.467"
"45","3.1652","2.470"
"46","3.2292","2.504"
"47","3.2931","2.481"
"48","3.3572","2.426"
"49","3.4532","2.485"
"50","3.5010","2.463"
"51","3.5651","2.470"
"52","3.6290","2.426"
"53","3.6933","2.467"
"54","3.7893","2.441"
"55","3.8529","2.452"
"56","3.9169","2.433"
"57","3.9809","2.463"
"58","4.0448","2.448"
"59","4.1408","2.448"
"60","4.1888","2.474"
"61","4.2847","2.415"
"62","4.3330","2.463"
"63","4.3968","2.456"
"64","4.4606","2.422"
"65","4.5246","2.459"
"66","4.5886","2.441"
"67","4.6845","2.459"
"68","4.7486","2.456"
"69","4.8125","2.452"
"70","4.8765","2.441"
"71","4.9405","2.433"
"72","5.0204","2.467"
"73","5.1164","2.411"
"74","5.1643","2.444"
"75","5.2123","2.426"
"76","5.3084","2.433"
"77","5.3563","2.452"
"78","5.4363","2.411"
"79","5.5002","2.452"
"80","5.5642","2.411"
"81","5.6281","2.459"
"82","5.6922","2.430"
"83","5.7562","2.422"
"84","5.8201","2.467"
"85","5.9162","2.411"
"86","5.9962","2.433"
"87","6.0443","2.426"
"88","6.1399","2.419"
"89","6.1880","2.419"
"90","6.2522","2.396"
"91","6.3159","2.393"
"92","6.3799","2.348"
"93","6.4438","2.407"
"94","6.5397","2.356"
"95","6.6037","2.385"
"96","6.6519","2.307"
"97","6.7477","2.396"
"98","6.7957","2.341"
"99","6.8916","2.344"
"100","6.9396","2.363"
"101","7.0035","2.337"
"102","7.0676","2.337"
"103","7.1315","2.319"
"104","7.1955","2.311"
"105","7.2594","2.333"
"106","7.3554","2.304"
"107","7.4034","2.304"
"108","7.4994","2.274"
"109","7.5473","2.352"
"110","7.6433","2.278"
"111","7.6912","2.341"
"112","7.7872","2.256"
"113","7.8192","2.352"
"114","7.8831","2.289"
"115","7.9471","2.333"
"116","8.0433","2.322"
"117","8.1071","2.322"
"118","8.1710","2.289"
"119","8.2350","2.293"
"120","8.2990","2.267"
"121","8.3629","2.315"
"122","8.4589","2.233"
"123","8.5229","2.341"
"124","8.5868","2.244"
"125","8.6508","2.319"
"126","8.7148","2.285"
"127","8.8110","2.274"
"128","8.8587","2.326"
"129","8.9387","2.233"
"130","9.0026","2.344"
"131","9.0667","2.207"
"132","9.1306","2.304"
"133","9.1945","2.285"
"134","9.2585","2.241"
"135","9.3225","2.319"
"136","9.4186","2.189"
"137","9.4664","2.348"
"138","9.5625","2.196"
"139","9.5945","2.311"
"140","9.6587","2.267"
"141","9.7545","2.244"
"142","9.8183","2.311"
"143","9.8823","2.244"
"144","9.9462","2.300"
"145","10.0263","2.252"
"146","10.1222","2.281"
"147","10.1701","2.289"
"148","10.2181","2.270"
"149","10.3141","2.300"
"150","10.3620","2.267"
"151","10.4580","2.304"
"152","10.4900","2.285"
"153","10.5540","2.281"
"154","10.6499","2.270"
"155","10.7139","2.256"
"156","10.7779","2.300"
"157","10.8419","2.248"
"158","10.9058","2.304"
"159","10.9698","2.233"
"160","11.0498","2.281"
"161","11.1301","2.289"
"162","11.1781","2.256"
"163","11.2740","2.267"
"164","11.3217","2.267"
"165","11.4016","2.281"
"166","11.4655","2.300"
"167","11.5297","2.248"
"168","11.5935","2.333"
"169","11.6575","2.244"
"170","11.7216","2.319"
"171","11.8178","2.259"
"172","11.8658","2.311"
"173","11.9618","2.237"
"174","12.0099","2.326"
"175","12.0733","2.237"
"176","12.1380","2.289"
"177","12.2013","2.267"
"178","12.2652","2.267"
