"Viewer version","2.91"
"Measure start time","25 July 2023 12:22:39"
"Type of measurement","Flow [Linearized]"
"Sampling interval [ms]","0"
"Timing information","Relative"
"Article code","SLI-0430            "
"Serial Number","203900007"
"COM HW Type","RS485/USB Sensor Cable"
"COM HW Config","Config String: COM6, 115200, ECHOOFF"
"Sensor Cable Version","1.8"
"I2C Address","64"
"Scale Factor","270"
"Resolution (bit)","16"
"Calibration Field","0"
"Sample #","Relative Time[s]","Flow [ul/min]"
"42","2.9907","0.237"
"43","3.0227","0.274"
"44","3.0867","0.352"
"45","3.1510","0.222"
"46","3.2466","0.285"
"47","3.2946","0.241"
"48","3.3905","0.326"
"49","3.4387","0.319"
"50","3.5185","0.144"
"51","3.5824","0.322"
"52","3.6464","0.322"
"53","3.7104","0.215"
"54","3.7746","0.293"
"55","3.8384","0.270"
"56","3.9023","0.293"
"57","3.9982","0.281"
"58","4.0624","0.293"
"59","4.1584","0.263"
"60","4.2065","0.319"
"61","4.2542","0.230"
"62","4.3504","0.285"
"63","4.3980","0.337"
"64","4.4782","0.252"
"65","4.5420","0.333"
"66","4.6060","0.237"
"67","4.6699","0.307"
"68","4.7343","0.274"
"69","4.7980","0.270"
"70","4.8781","0.289"
"71","4.9739","0.289"
"72","5.0219","0.293"
"73","5.1179","0.252"
"74","5.1657","0.274"
"75","5.2617","0.285"
"76","5.2936","0.311"
"77","5.3576","0.285"
"78","5.4216","0.267"
"79","5.4858","0.315"
"80","5.5495","0.278"
"81","5.6456","0.274"
"82","5.7256","0.248"
"83","5.7737","0.307"
"84","5.8695","0.244"
"85","5.9174","0.304"
"86","6.0134","0.285"
"87","6.0613","0.285"
"88","6.0933","0.267"
"89","6.1896","0.319"
"90","6.2534","0.270"
"91","6.3176","0.304"
"92","6.3815","0.281"
"93","6.4771","0.263"
"94","6.5251","0.285"
"95","6.6051","0.293"
"96","6.6691","0.278"
"97","6.7331","0.285"
"98","6.7970","0.296"
"99","6.8611","0.296"
"100","6.9250","0.289"
"101","6.9890","0.252"
"102","7.0850","0.296"
"103","7.1489","0.241"
"104","7.2129","0.304"
"105","7.2769","0.278"
"106","7.3728","0.289"
"107","7.4208","0.274"
"108","7.5167","0.267"
"109","7.5646","0.315"
"110","7.6607","0.248"
"111","7.7087","0.278"
"112","7.7566","0.281"
"113","7.8366","0.256"
"114","7.9005","0.270"
"115","7.9645","0.281"
"116","8.0285","0.311"
"117","8.0924","0.222"
"118","8.1884","0.304"
"119","8.2684","0.274"
"120","8.3004","0.274"
"121","8.3963","0.278"
"122","8.4443","0.263"
"123","8.5242","0.281"
"124","8.5882","0.256"
"125","8.6521","0.293"
"126","8.7161","0.244"
"127","8.7801","0.230"
"128","8.8441","0.263"
"129","8.9400","0.144"
"130","9.0039","0.319"
"131","9.0999","0.144"
"132","9.1483","0.407"
"133","9.1964","0.248"
"134","9.2605","0.230"
"135","9.3241","0.322"
"136","9.3878","0.193"
"137","9.4836","0.319"
"138","9.5476","0.219"
"139","9.6124","0.322"
"140","9.6757","0.270"
"141","9.7395","0.256"
"142","9.8355","0.341"
"143","9.8994","0.244"
"144","9.9474","0.307"
"145","10.0434","0.170"
"146","10.0913","0.285"
"147","10.1873","0.278"
"148","10.2353","0.311"
"149","10.3152","0.289"
"150","10.3472","0.211"
"151","10.4431","0.281"
"152","10.5071","0.237"
"153","10.5711","0.333"
"154","10.6350","0.267"
"155","10.6990","0.241"
"156","10.7949","0.278"
"157","10.8430","0.233"
"158","10.9389","0.304"
"159","10.9869","0.281"
"160","11.0510","0.270"
"161","11.1150","0.267"
"162","11.1789","0.285"
"163","11.2747","0.237"
"164","11.3386","0.256"
"165","11.4030","0.307"
"166","11.4666","0.281"
"167","11.5625","0.300"
"168","11.6105","0.207"
"169","11.7065","0.259"
"170","11.7544","0.270"
"171","11.8024","0.289"
"172","11.8664","0.285"
"173","11.9305","0.281"
"174","12.0263","0.270"
"175","12.0902","0.181"
"176","12.1552","0.289"
"177","12.2182","0.207"
"178","12.2822","0.359"
"179","12.3463","0.259"
"180","12.4425","0.248"
"181","12.4913","0.259"
"182","12.5863","0.207"
"183","12.6181","0.278"
"184","12.6819","0.307"
"185","12.7779","0.293"
"186","12.8418","0.278"
"187","12.9058","0.270"
"188","12.9859","0.248"
"189","13.0338","0.296"
"190","13.1302","0.252"
"191","13.1783","0.263"
"192","13.2417","0.263"
"193","13.3059","0.315"
"194","13.3699","0.230"
"195","13.4655","0.293"
"196","13.5296","0.244"
"197","13.5935","0.322"
"198","13.6574","0.196"
"199","13.7374","0.326"
"200","13.8338","0.244"
"201","13.8822","0.315"
"202","13.9134","0.226"
"203","14.0095","0.315"
"204","14.0735","0.293"
"205","14.1373","0.359"
"206","14.2012","0.300"
"207","14.2652","0.296"
"208","14.3611","0.319"
"209","14.4091","0.178"
"210","14.5050","0.256"
"211","14.5529","0.307"
"212","14.6329","0.181"
"213","14.6969","0.285"
"214","14.7608","0.278"
"215","14.8248","0.278"
"216","14.8888","0.278"
"217","14.9528","0.207"
"218","15.0168","0.352"
"219","15.1127","0.222"
"220","15.1766","0.285"
"221","15.2405","0.196"
"222","15.3045","0.341"
"223","15.3685","0.181"
"224","15.4325","0.281"
"225","15.5127","0.259"
"226","15.6086","0.274"
"227","15.6566","0.230"
"228","15.7523","0.296"
"229","15.7843","0.244"
"230","15.8483","0.241"
"231","15.9124","0.267"
"232","16.0082","0.285"
"233","16.0723","0.256"
"234","16.1202","0.274"
"235","16.2162","0.259"
"236","16.2644","0.252"
"237","16.3601","0.289"
"238","16.3922","0.274"
"239","16.4560","0.300"
"240","16.5519","0.252"
"241","16.6161","0.319"
"242","16.6799","0.230"
"243","16.7438","0.300"
"244","16.8081","0.237"
"245","16.9044","0.256"
"246","16.9523","0.248"
"247","17.0478","0.274"
"248","17.0801","0.259"
"249","17.1437","0.307"
"250","17.2076","0.241"
"251","17.3036","0.274"
"252","17.3680","0.219"
"253","17.4316","0.337"
"254","17.4957","0.267"
"255","17.5598","0.307"
"256","17.6238","0.281"
"257","17.7359","0.296"
"258","17.7834","0.244"
"259","17.8795","0.356"
"260","17.9274","0.278"
"261","17.9913","0.263"
"262","18.0553","0.311"
"263","18.1193","0.274"
"264","18.1833","0.281"
"265","18.2473","0.270"
"266","18.3112","0.289"
"267","18.4071","0.259"
"268","18.4711","0.274"
"269","18.5351","0.226"
"270","18.5991","0.300"
"271","18.6630","0.289"
"272","18.7429","0.259"
"273","18.8389","0.311"
"274","18.8869","0.270"
"275","18.9349","0.230"
"276","19.0308","0.322"
"277","19.0788","0.256"
"278","19.1747","0.285"
"279","19.2227","0.107"
"280","19.2866","0.270"
"281","19.3507","0.252"
"282","19.4147","0.326"
"283","19.4788","0.341"
"284","19.5745","0.196"
"285","19.6385","0.289"
"286","19.7025","0.204"
"287","19.7664","0.315"
"288","19.8304","0.270"
"289","19.9104","0.222"
"290","19.9744","0.304"
"291","20.0545","0.270"
"292","20.1025","0.259"
"293","20.1984","0.244"
"294","20.2304","0.285"
"295","20.2942","0.285"
"296","20.3902","0.185"
"297","20.4541","0.322"
"298","20.5181","0.263"
"299","20.5821","0.237"
"300","20.6462","0.285"
"301","20.7100","0.248"
"302","20.8060","0.193"
"303","20.8699","0.252"
"304","20.9340","0.289"
"305","21.0299","0.289"
"306","21.0779","0.278"
"307","21.1739","0.252"
"308","21.2218","0.293"
"309","21.2698","0.196"
"310","21.3657","0.267"
"311","21.4137","0.244"
"312","21.5097","0.241"
"313","21.5577","0.296"
"314","21.6536","0.241"
"315","21.7016","0.259"
"316","21.7656","0.185"
"317","21.8295","0.278"
"318","21.8935","0.204"
"319","21.9575","0.293"
"320","22.0215","0.270"
"321","22.0854","0.233"
"322","22.1814","0.204"
"323","22.2453","0.211"
"324","22.3093","0.248"
"325","22.3893","0.267"
"326","22.4373","0.259"
"327","22.5332","0.222"
"328","22.5812","0.248"
"329","22.6611","0.278"
"330","22.7251","0.267"
"331","22.7892","0.248"
