"Viewer version","2.91"
"Measure start time","24 July 2023 11:28:03"
"Type of measurement","Flow [Linearized]"
"Sampling interval [ms]","0"
"Timing information","Relative"
"Article code","SLI-0430            "
"Serial Number","203900007"
"COM HW Type","RS485/USB Sensor Cable"
"COM HW Config","Config String: COM6, 115200, ECHOOFF"
"Sensor Cable Version","1.8"
"I2C Address","64"
"Scale Factor","270"
"Resolution (bit)","16"
"Calibration Field","0"
"Sample #","Relative Time[s]","Flow [ul/min]"
"0","0.0799","3.119"
"1","0.1438","3.115"
"2","0.2079","3.122"
"3","0.3040","3.144"
"4","0.3520","3.130"
"5","0.4480","3.144"
"6","0.4957","3.096"
"7","0.5918","3.111"
"8","0.6398","3.126"
"9","0.7040","3.089"
"10","0.7677","3.167"
"11","0.8318","3.122"
"12","0.8957","3.119"
"13","0.9596","3.115"
"14","1.0399","3.107"
"15","1.1355","3.122"
"16","1.1834","3.104"
"17","1.2794","3.119"
"18","1.3115","3.111"
"19","1.3759","3.159"
"20","1.4398","3.059"
"21","1.5038","3.141"
"22","1.5996","3.122"
"23","1.6473","3.130"
"24","1.7274","3.119"
"25","1.8232","3.107"
"26","1.8712","3.122"
"27","1.9194","3.119"
"28","2.0154","3.122"
"29","2.0636","3.070"
"30","2.1432","3.096"
"31","2.2073","3.133"
"32","2.2712","3.078"
"33","2.3352","3.111"
"34","2.3989","3.093"
"35","2.4629","3.122"
"36","2.5591","3.096"
"37","2.6070","3.078"
"38","2.7033","3.100"
"39","2.7513","3.096"
"40","2.8467","3.096"
"41","2.8947","3.107"
"42","2.9907","3.119"
"43","3.0386","3.107"
"44","3.1346","3.126"
"45","3.1831","3.093"
"46","3.2151","3.122"
"47","3.3108","3.111"
"48","3.3753","3.107"
"49","3.4388","3.081"
"50","3.5027","3.111"
"51","3.5827","3.089"
"52","3.6464","3.104"
"53","3.7103","3.093"
"54","3.7742","3.115"
"55","3.8383","3.078"
"56","3.9502","3.100"
"57","3.9982","3.078"
"58","4.0462","3.100"
"59","4.1421","3.085"
"60","4.1901","3.104"
"61","4.2861","3.078"
"62","4.3341","3.085"
"63","4.4300","3.070"
"64","4.4780","3.089"
"65","4.5419","3.096"
"66","4.6059","3.096"
"67","4.6698","3.096"
"68","4.7338","3.093"
"69","4.7978","3.089"
"70","4.8617","3.074"
"71","4.9576","3.107"
"72","5.0216","3.085"
"73","5.0856","3.085"
"74","5.1495","3.093"
"75","5.2135","3.100"
"76","5.2775","3.089"
"77","5.3734","3.104"
"78","5.4214","3.074"
"79","5.5174","3.089"
"80","5.5653","3.093"
"81","5.6613","3.104"
"82","5.7093","3.104"
"83","5.8052","3.096"
"84","5.8532","3.093"
"85","5.9012","3.089"
"86","5.9971","3.081"
"87","6.0451","3.107"
"88","6.1090","3.096"
"89","6.1730","3.093"
"90","6.2370","3.074"
"91","6.3010","3.096"
"92","6.3973","3.070"
"93","6.4610","3.067"
"94","6.5252","3.085"
"95","6.5889","3.085"
"96","6.6688","3.056"
"97","6.7487","3.067"
"98","6.7974","3.067"
"99","6.8779","3.096"
"100","6.9416","3.081"
"101","7.0050","3.063"
"102","7.0698","3.070"
"103","7.1328","3.063"
"104","7.1966","3.067"
"105","7.2605","3.074"
"106","7.3564","3.070"
"107","7.4205","3.067"
"108","7.4855","3.074"
"109","7.5643","3.070"
"110","7.6131","3.070"
"111","7.7086","3.070"
"112","7.7402","3.089"
"113","7.8365","3.096"
"114","7.9001","3.063"
"115","7.9641","3.052"
"116","8.0282","3.070"
"117","8.0920","3.074"
"118","8.1560","3.085"
"119","8.2519","3.052"
"120","8.3160","3.056"
"121","8.3800","3.059"
"122","8.4439","3.056"
"123","8.5078","3.081"
"124","8.5719","3.070"
"125","8.6677","3.089"
"126","8.7157","3.048"
"127","8.8116","3.089"
"128","8.8596","3.063"
"129","8.9556","3.048"
"130","9.0036","3.067"
"131","9.0996","3.085"
"132","9.1477","3.070"
"133","9.1955","3.093"
"134","9.2594","3.067"
"135","9.3234","3.052"
"136","9.3874","3.041"
"137","9.4833","3.096"
"138","9.5477","3.052"
"139","9.6113","3.085"
"140","9.6756","3.067"
"141","9.7395","3.081"
"142","9.8036","3.089"
"143","9.8836","3.026"
"144","9.9631","3.085"
"145","10.0111","3.059"
"146","10.1073","3.063"
"147","10.1554","3.052"
"148","10.2515","3.059"
"149","10.2991","3.078"
"150","10.3950","3.011"
"151","10.4270","3.056"
"152","10.4910","3.059"
"153","10.5553","3.033"
"154","10.6509","3.063"
"155","10.7150","3.044"
"156","10.7790","3.056"
"157","10.8597","3.081"
"158","10.9077","3.063"
"159","11.0028","3.011"
"160","11.0357","3.059"
"161","11.0989","3.048"
"162","11.1948","3.074"
"163","11.2588","3.019"
"164","11.3227","3.085"
"165","11.3867","3.026"
"166","11.4507","3.074"
"167","11.5467","3.015"
"168","11.6107","3.067"
"169","11.6746","3.044"
"170","11.7386","3.078"
"171","11.8026","3.022"
"172","11.8985","3.056"
"173","11.9465","3.070"
"174","12.0425","3.070"
"175","12.0905","3.052"
"176","12.1864","3.067"
"177","12.2345","3.033"
"178","12.2824","3.048"
"179","12.3784","3.056"
"180","12.4104","3.063"
"181","12.4756","3.044"
