"Viewer version","2.91"
"Measure start time","24 July 2023 11:16:09"
"Type of measurement","Flow [Linearized]"
"Sampling interval [ms]","0"
"Timing information","Relative"
"Article code","SLI-0430            "
"Serial Number","203900007"
"COM HW Type","RS485/USB Sensor Cable"
"COM HW Config","Config String: COM6, 115200, ECHOOFF"
"Sensor Cable Version","1.8"
"I2C Address","64"
"Scale Factor","270"
"Resolution (bit)","16"
"Calibration Field","0"
"Sample #","Relative Time[s]","Flow [ul/min]"
"0","0.0961","61.337"
"1","0.1289","61.030"
"2","0.2248","61.281"
"3","0.3041","60.837"
"4","0.3361","61.481"
"5","0.4321","60.844"
"6","0.4961","61.441"
"7","0.5758","60.941"
"8","0.6237","61.378"
"9","0.7203","61.107"
"10","0.7678","61.348"
"11","0.8642","61.400"
"12","0.8959","61.274"
"13","0.9599","61.300"
"14","1.0235","61.474"
"15","1.0876","61.230"
"16","1.1842","61.474"
"17","1.2474","61.374"
"18","1.3114","61.422"
"19","1.3754","61.404"
"20","1.4394","61.556"
"21","1.5196","61.385"
"22","1.6155","61.485"
"23","1.6641","61.719"
"24","1.7605","61.407"
"25","1.7924","61.541"
"26","1.8554","61.422"
"27","1.9194","61.570"
"28","1.9831","61.496"
"29","2.0471","61.722"
"30","2.1430","61.544"
"31","2.2070","61.689"
"32","2.2709","61.589"
"33","2.3349","61.652"
"34","2.3989","61.689"
"35","2.4948","61.667"
"36","2.5428","61.648"
"37","2.6387","61.593"
"38","2.6867","61.759"
"39","2.7827","61.659"
"40","2.8307","61.648"
"41","2.8786","61.556"
"42","2.9745","61.841"
"43","3.0225","61.911"
"44","3.1025","61.752"
"45","3.1665","61.711"
"46","3.2304","61.719"
"47","3.2951","61.667"
"48","3.3584","61.759"
"49","3.4224","61.881"
"50","3.4865","61.581"
"51","3.5504","61.741"
"52","3.6465","61.678"
"53","3.7102","61.770"
"54","3.7914","61.759"
"55","3.8382","61.893"
"56","3.9343","61.519"
"57","3.9821","62.115"
"58","4.0781","61.693"
"59","4.1102","61.926"
"60","4.1740","61.670"
"61","4.2380","61.785"
"62","4.3019","61.741"
"63","4.3979","61.941"
"64","4.4619","61.841"
"65","4.5258","61.789"
"66","4.5898","61.715"
"67","4.6538","61.548"
"68","4.7178","61.844"
"69","4.8137","62.078"
"70","4.8777","61.741"
"71","4.9417","61.789"
"72","5.0057","61.856"
"73","5.0696","61.681"
"74","5.1496","61.956"
"75","5.2456","61.837"
"76","5.2936","61.778"
"77","5.3415","61.811"
"78","5.4375","61.830"
"79","5.4695","61.774"
"80","5.5334","61.489"
"81","5.6294","62.870"
"82","5.6934","60.281"
"83","5.7574","63.259"
"84","5.8214","61.278"
"85","5.9014","61.804"
"86","5.9816","62.230"
"87","6.0295","61.852"
"88","6.1252","61.567"
"89","6.1731","62.074"
"90","6.2372","61.781"
"91","6.3013","61.656"
"92","6.3655","62.252"
"93","6.4295","61.626"
"94","6.5255","62.093"
"95","6.5892","61.785"
"96","6.6372","61.856"
"97","6.7329","61.652"
"98","6.7809","62.156"
"99","6.8774","61.533"
"100","6.9248","62.204"
"101","7.0209","61.344"
"102","7.0696","62.026"
"103","7.1335","61.470"
"104","7.1969","62.496"
"105","7.2608","61.215"
"106","7.3248","62.359"
"107","7.3885","61.359"
"108","7.4525","62.119"
"109","7.5484","61.422"
"110","7.6124","62.267"
"111","7.6925","61.415"
"112","7.7403","62.422"
"113","7.8363","61.285"
"114","7.8843","62.400"
"115","7.9803","61.152"
"116","8.0282","62.489"
"117","8.0762","61.167"
"118","8.1562","62.389"
"119","8.2202","61.289"
"120","8.2841","62.081"
"121","8.3481","61.470"
"122","8.4120","62.111"
"123","8.5080","61.463"
"124","8.5721","62.244"
"125","8.6360","61.422"
"126","8.7000","62.196"
"127","8.7640","61.544"
"128","8.8279","62.056"
"129","8.8918","61.352"
"130","8.9718","62.170"
"131","9.0519","61.356"
"132","9.0999","62.119"
"133","9.1960","61.563"
"134","9.2440","62.070"
"135","9.3078","61.615"
"136","9.3718","61.959"
"137","9.4358","61.556"
"138","9.5317","61.937"
"139","9.5955","61.837"
"140","9.6595","61.611"
"141","9.7236","61.819"
"142","9.8034","61.622"
"143","9.8996","61.756"
"144","9.9474","61.730"
"145","9.9953","61.741"
"146","10.0916","61.711"
"147","10.1396","61.941"
"148","10.2352","61.548"
"149","10.2832","62.078"
"150","10.3472","61.478"
"151","10.4111","61.963"
"152","10.4751","61.437"
"153","10.5392","61.937"
"154","10.6031","61.474"
"155","10.6671","61.922"
"156","10.7631","61.430"
"157","10.8270","61.819"
"158","10.8910","61.567"
"159","10.9549","61.652"
"160","11.0189","61.567"
"161","11.0829","61.537"
"162","11.1788","61.656"
"163","11.2428","61.804"
"164","11.3228","62.022"
"165","11.3707","61.270"
"166","11.4671","61.833"
"167","11.5147","61.570"
"168","11.6107","61.441"
"169","11.6588","61.978"
"170","11.6908","61.281"
"171","11.7869","61.811"
"172","11.8507","61.596"
"173","11.9147","61.952"
