"Viewer version","2.91"
"Measure start time","24 July 2023 11:26:40"
"Type of measurement","Flow [Linearized]"
"Sampling interval [ms]","0"
"Timing information","Relative"
"Article code","SLI-0430            "
"Serial Number","203900007"
"COM HW Type","RS485/USB Sensor Cable"
"COM HW Config","Config String: COM6, 115200, ECHOOFF"
"Sensor Cable Version","1.8"
"I2C Address","64"
"Scale Factor","270"
"Resolution (bit)","16"
"Calibration Field","0"
"Sample #","Relative Time[s]","Flow [ul/min]"
"0","0.1120","12.281"
"1","0.1439","12.326"
"2","0.2081","12.307"
"3","0.2719","12.296"
"4","0.3358","12.300"
"5","0.4318","12.300"
"6","0.4958","12.300"
"7","0.5597","12.359"
"8","0.6238","12.270"
"9","0.6879","12.300"
"10","0.7677","12.263"
"11","0.8637","12.307"
"12","0.9116","12.244"
"13","0.9596","12.315"
"14","1.0555","12.278"
"15","1.1035","12.274"
"16","1.1994","12.244"
"17","1.2475","12.322"
"18","1.3434","12.293"
"19","1.3914","12.274"
"20","1.4714","12.270"
"21","1.5033","12.359"
"22","1.5673","12.289"
"23","1.6633","12.315"
"24","1.7272","12.222"
"25","1.7912","12.296"
"26","1.8552","12.270"
"27","1.9192","12.307"
"28","1.9832","12.256"
"29","2.0791","12.281"
"30","2.1438","12.293"
"31","2.1912","12.256"
"32","2.2870","12.281"
"33","2.3350","12.278"
"34","2.4313","12.278"
"35","2.4630","12.259"
"36","2.5280","12.289"
"37","2.6229","12.274"
"38","2.6868","12.219"
"39","2.7514","12.293"
"40","2.8149","12.252"
"41","2.8788","12.263"
"42","2.9587","12.244"
"43","3.0389","12.244"
"44","3.0867","12.256"
"45","3.1836","12.252"
"46","3.2310","12.248"
"47","3.3106","12.248"
"48","3.3745","12.237"
"49","3.4386","12.270"
"50","3.5025","12.215"
"51","3.5664","12.293"
"52","3.6314","12.230"
"53","3.7264","12.222"
"54","3.8068","12.237"
"55","3.8544","12.241"
"56","3.9504","12.263"
"57","3.9986","12.200"
"58","4.0462","12.252"
"59","4.1102","12.241"
"60","4.1742","12.233"
"61","4.2382","12.241"
"62","4.3342","12.252"
"63","4.3984","12.185"
"64","4.4627","12.207"
"65","4.5260","12.226"
"66","4.5911","12.233"
"67","4.6540","12.237"
"68","4.7511","12.241"
"69","4.8298","12.244"
"70","4.8618","12.196"
"71","4.9417","12.226"
"72","5.0378","12.196"
"73","5.0862","12.230"
"74","5.1502","12.207"
"75","5.2138","12.219"
"76","5.2783","12.219"
"77","5.3420","12.196"
"78","5.4217","12.189"
"79","5.5175","12.215"
"80","5.5654","12.248"
"81","5.6617","12.167"
"82","5.6936","12.196"
"83","5.7575","12.200"
"84","5.8214","12.207"
"85","5.8853","12.148"
"86","5.9816","12.189"
"87","6.0455","12.174"
"88","6.1412","12.178"
"89","6.1892","12.181"
"90","6.2372","12.181"
"91","6.3334","12.167"
"92","6.3813","12.167"
"93","6.4623","12.200"
"94","6.5251","12.204"
"95","6.5890","12.170"
"96","6.6530","12.207"
"97","6.7170","12.181"
"98","6.7809","12.167"
"99","6.8609","12.204"
"100","6.9569","12.170"
"101","7.0048","12.167"
"102","7.1007","12.178"
"103","7.1487","12.189"
"104","7.1967","12.181"
"105","7.2926","12.189"
"106","7.3407","12.174"
"107","7.4365","12.181"
"108","7.4685","12.144"
"109","7.5325","12.163"
"110","7.5965","12.159"
"111","7.6924","12.159"
"112","7.7564","12.159"
